6.908220000000000027e+02,6.997789999999999964e+02,6.747110000000000127e+02,6.996269999999999527e+02,6.931710000000000491e+02
6.502730000000000246e+02,6.529650000000000318e+02,6.513959999999999582e+02,6.810249999999999773e+02,6.613020000000000209e+02
6.934199999999999591e+02,6.582989999999999782e+02,6.710170000000000528e+02,6.656630000000000109e+02,6.843809999999999718e+02
6.818150000000000546e+02,6.976490000000000009e+02,6.724679999999999609e+02,6.516259999999999764e+02,6.689710000000000036e+02
6.954840000000000373e+02,6.502359999999999900e+02,6.585520000000000209e+02,6.883400000000000318e+02,6.561140000000000327e+02
6.770249999999999773e+02,6.940380000000000109e+02,6.762290000000000418e+02,6.994710000000000036e+02,6.938959999999999582e+02
6.683049999999999500e+02,6.658659999999999854e+02,6.823669999999999618e+02,6.503559999999999945e+02,6.935019999999999527e+02
6.842960000000000491e+02,6.878179999999999836e+02,6.568999999999999773e+02,6.914260000000000446e+02,6.559930000000000518e+02
6.792880000000000109e+02,6.693429999999999609e+02,6.759890000000000327e+02,6.632219999999999800e+02,6.598970000000000482e+02
6.915389999999999873e+02,6.550739999999999554e+02,6.561829999999999927e+02,6.761620000000000346e+02,6.535439999999999827e+02
6.797430000000000518e+02,6.944180000000000064e+02,6.760729999999999791e+02,6.564809999999999945e+02,6.660140000000000100e+02
6.741860000000000355e+02,6.932569999999999482e+02,6.681730000000000018e+02,6.781879999999999882e+02,6.896979999999999791e+02
6.535149999999999864e+02,6.953460000000000036e+02,6.672169999999999845e+02,6.849009999999999536e+02,6.811929999999999836e+02
6.709279999999999973e+02,6.535579999999999927e+02,6.571580000000000155e+02,6.571749999999999545e+02,6.524859999999999900e+02
6.527960000000000491e+02,6.971169999999999618e+02,6.832219999999999800e+02,6.921399999999999864e+02,6.769969999999999573e+02
6.694329999999999927e+02,6.642880000000000109e+02,6.944729999999999563e+02,6.961180000000000518e+02,6.587329999999999472e+02
6.607319999999999709e+02,6.945489999999999782e+02,6.808559999999999945e+02,6.929539999999999509e+02,6.813150000000000546e+02
6.939950000000000045e+02,6.769550000000000409e+02,6.704070000000000391e+02,6.578650000000000091e+02,6.768269999999999982e+02
6.881730000000000018e+02,6.531910000000000309e+02,6.681269999999999527e+02,6.960339999999999918e+02,6.823590000000000373e+02
6.657350000000000136e+02,6.779959999999999809e+02,6.912500000000000000e+02,6.947859999999999445e+02,6.501970000000000027e+02
