1.002774415140157771e+01,1.012774415140160222e+01,1.002774415140157771e+01,1.002774415140157771e+01,1.012774415140160222e+01
1.222441507256672644e+01,1.222425634240799930e+01,1.222441507256672644e+01,1.222441507256672644e+01,1.222425634240799930e+01
1.065454373860402626e+01,1.065478183384212230e+01,1.065454373860402626e+01,1.065454373860402626e+01,1.065478183384212230e+01
1.050351033857224792e+01,1.050351033857224969e+01,1.050351033857224792e+01,1.050351033857224792e+01,1.050351033857224969e+01
1.126896787429060076e+01,1.136896787429074784e+01,1.126896787429060076e+01,1.126896787429060076e+01,1.136896787429074784e+01
1.020667186146075878e+01,1.029816038431990677e+01,1.020667186146075878e+01,1.020667186146075878e+01,1.029816038431990677e+01
1.074643846605058251e+01,1.061680883642094742e+01,1.074643846605058251e+01,1.074643846605058251e+01,1.061680883642094742e+01
1.133910298943179562e+01,1.213231243036564244e+01,1.133910298943179562e+01,1.133910298943179562e+01,1.213231243036564244e+01
1.153881000416798130e+01,1.139066185601983960e+01,1.153881000416798130e+01,1.153881000416798130e+01,1.139066185601983960e+01
1.016735739381339698e+01,1.000069072714677176e+01,1.016735739381339698e+01,1.016735739381339698e+01,1.000069072714677176e+01
1.160540744978285943e+01,1.160465348152889753e+01,1.160540744978285943e+01,1.160540744978285943e+01,1.160465348152889753e+01
1.153111452866684772e+01,1.161259601014850418e+01,1.153111452866684772e+01,1.153111452866684772e+01,1.161259601014850418e+01
1.059950994782748879e+01,1.059935121766875987e+01,1.059950994782748879e+01,1.059950994782748879e+01,1.059935121766875987e+01
1.183172948700033622e+01,1.183172948700033800e+01,1.183172948700033622e+01,1.183172948700033622e+01,1.183172948700033800e+01
1.036772046972751404e+01,1.036772046972751582e+01,1.036772046972751404e+01,1.036772046972751404e+01,1.036772046972751582e+01
1.005722921327912012e+01,1.005734826089816991e+01,1.005722921327912012e+01,1.005722921327912012e+01,1.005734826089816991e+01
1.199806142178697144e+01,1.197425189797744949e+01,1.199806142178697144e+01,1.199806142178697144e+01,1.197425189797744949e+01
1.214683952738116979e+01,1.180609878664044032e+01,1.214683952738116979e+01,1.214683952738116979e+01,1.180609878664044032e+01
1.281182934132146300e+01,1.281194838894051280e+01,1.281182934132146300e+01,1.281182934132146300e+01,1.281194838894051280e+01
1.026573892676900535e+01,1.013610929713929920e+01,1.026573892676900535e+01,1.026573892676900535e+01,1.013610929713929920e+01
1.141377885312312301e+01,1.141387144571571888e+01,1.135627885312312202e+01,1.141377885312312301e+01,1.128220477904905117e+01
1.006004422549408872e+01,9.930414595864412775e+00,1.006004422549408872e+01,1.006004422549408872e+01,9.930414595864412775e+00
1.080123565721672385e+01,1.070864306462413396e+01,1.080123565721672385e+01,1.080123565721672385e+01,1.070864306462413396e+01
1.237039786506550243e+01,1.226123119839884090e+01,1.237039786506550243e+01,1.237039786506550243e+01,1.226123119839884090e+01
1.274408126250385642e+01,1.266188308074418778e+01,1.277431141029217798e+01,1.274408126250385642e+01,1.264468178066255177e+01
1.075344683918055999e+01,1.062381720955078812e+01,1.075344683918055999e+01,1.075344683918055999e+01,1.062381720955078812e+01
1.061796119889907075e+01,1.159099508178564619e+01,1.061796119889907075e+01,1.061796119889907075e+01,1.164008248695416192e+01
1.124698989230720692e+01,1.121524386056117528e+01,1.124698989230720692e+01,1.124698989230720692e+01,1.121524386056117528e+01
1.161604332737899981e+01,1.161596396229963446e+01,1.161604332737899981e+01,1.161604332737899981e+01,1.161596396229963446e+01
1.099870459703988423e+01,1.099854586688115710e+01,1.099870459703988423e+01,1.099870459703988423e+01,1.099854586688115710e+01
